Bin,Number of Images,Number of Sections,Number of Sentences,Number of Words,Number of References,Subjectivity,Polarity,PagesViews,Revisions
Featured,9,9,227,7193,145,0.369450329,0.031691366,213443,249
Featured,11,8,146,4798,83,0.416552324,0.127007443,11155,8
Featured,11,11,474,10918,274,0.459757206,0.040351885,1847505,238
Featured,45,10,176,4174,85,0.394181056,0.084615074,216468,93
Featured,13,8,127,3384,60,0.413283283,0.065409013,298658,20
Featured,8,7,103,2280,29,0.403468296,0.092032722,57764,15
Featured,5,8,78,1808,34,0.341523054,0.081695281,8360,49
Featured,4,7,170,4386,162,0.393532128,0.0889058,31718,18
Featured,8,10,261,6434,113,0.426350291,0.071051454,8529,15
Featured,4,7,91,2215,94,0.3890621,0.106162373,62597,51
Featured,8,8,155,3613,41,0.336307247,0.02911578,70811,74
Featured,6,7,66,1492,32,0.348563496,0.003643692,23429,1
Featured,27,11,364,10051,200,0.447046038,0.115372589,2167369,171
Featured,0,3,90,2480,52,0.444104383,0.050305049,49361,14
Featured,3,7,41,1137,16,0.561316712,0.229036882,14312,7
Featured,10,7,85,2423,42,0.386798021,0.074493082,9980,5
Featured,9,9,218,6220,54,0.36673639,0.032239301,4050,1
Featured,13,6,322,8195,106,0.318320272,0.026909452,5213,6
Featured,4,6,108,2615,69,0.428262131,0.047831625,21307,17
Featured,11,7,160,3752,51,0.396257465,0.079169196,5394,3
Featured,9,8,134,3799,36,0.368792292,0.096999401,9613,4
Featured,7,6,94,2374,27,0.298603875,0.026256146,3425,6
Featured,5,7,134,3076,58,0.399294016,0.065738485,17218,12
Featured,10,6,61,1314,28,0.409733045,0.066832612,16945,9
Featured,6,5,96,2305,29,0.383796942,0.092369832,34178,32
Featured,6,6,216,5388,112,0.416433819,0.078801914,126739,53
Featured,1,6,62,1544,23,0.420623392,0.090864468,4770,2
Featured,4,11,166,4165,121,0.427111704,0.096138667,203522,26
Featured,5,8,76,1501,42,0.40661368,0.00917039,4445,3
Featured,30,16,351,9562,242,0.3101204,0.072860566,72980,91
Featured,6,4,103,2353,31,0.330001764,0.022299824,12962,2
Featured,8,7,211,5197,130,0.443966649,0.15184499,6791,2
Featured,9,11,154,4211,89,0.415294143,0.057960742,67816,42
Featured,7,10,285,6106,135,0.407932261,0.015477922,41862,10
Featured,6,8,82,1960,37,0.383727106,0.032508688,57584,17
Featured,5,9,71,2177,37,0.387189468,0.028738691,6192,6
Featured,7,10,164,4198,99,0.406519841,0.033415007,1025003,92
Featured,4,10,323,7509,117,0.398827435,0.101394575,1140544,157
Featured,24,12,246,6031,117,0.403265867,0.05780822,801779,58
Featured,28,12,306,6897,103,0.374681009,0.094554181,153018,220
Featured,22,15,305,8481,177,0.387135328,0.095368593,74740,37
Featured,6,8,162,3278,80,0.334328861,0.054911625,7595,4
Featured,17,9,363,9364,228,0.424173075,0.102066389,281466,500
Featured,0,7,73,1877,15,0.335816672,0.10500534,3311,2
Featured,3,5,108,2790,26,0.423510119,0.018305357,6391,-1
Featured,19,9,274,6762,101,0.380632471,0.051399638,650158,224
Featured,7,7,194,5203,73,0.370706775,0.081100115,9970,5
Featured,2,8,96,3306,36,0.416715605,0.120512502,5549,4
Featured,8,9,162,3725,55,0.345526805,-0.003375949,26745,8
Featured,1,6,260,6153,137,0.405212553,0.024395058,47697,15
Featured,47,18,491,11095,207,0.339774097,0.071953697,639885,296
Featured,8,7,109,2103,44,0.2924557,0.003547186,6768,5
Featured,4,9,206,4311,133,0.378091511,0.005564,310062,86
Featured,10,9,123,2942,35,0.504398768,0.093038466,40664,22
Featured,6,6,68,1758,39,0.354027494,0.096536863,9286,2
Featured,21,12,275,6718,123,0.374125641,0.104020242,113547,50
Featured,26,7,341,8826,113,0.363554827,0.060353507,9042,1
Featured,14,8,102,2532,40,0.387297082,0.095829277,7716,-1
Featured,4,5,155,4496,74,0.412725657,0.067204053,42388,4
Featured,7,6,114,2775,61,0.43755348,-0.00172021,4760,2
Featured,6,8,165,3591,40,0.386498578,0.120628629,43611,20
Featured,17,12,296,7520,141,0.428107104,0.071628249,970225,142
Featured,3,13,85,2024,80,0.364389931,0.1353848,24978,34
Featured,33,9,205,4800,40,0.411846225,0.099074085,13402,6
Featured,4,6,59,1450,35,0.247666452,0.030544524,10881,3
Featured,8,12,191,5056,85,0.416134939,0.164845033,380542,16
Featured,5,9,129,3199,36,0.460094577,0.135757531,56005,14
Featured,7,7,219,4772,108,0.40684614,0.074294378,1058337,138
Featured,4,6,149,4161,75,0.412096851,0.072038386,64181,12
Featured,4,7,118,2353,37,0.395374141,0.022278844,3934,4
Featured,8,7,183,4027,62,0.321850832,-0.007426171,20262,5
Featured,7,6,100,2243,23,0.342731809,0.055634769,11919,4
Featured,5,6,42,1055,21,0.375553752,0.066751443,2624,2
Featured,3,7,79,2184,23,0.297539989,0.056530151,3572,6
Featured,4,6,100,2302,43,0.336668074,0.036596148,6201,12
Featured,2,9,137,3427,34,0.35631058,0.110444536,7363,7
Featured,25,14,403,10461,167,0.357975766,0.048203128,416267,51
Featured,16,12,560,14415,405,0.415689759,0.130965104,3574580,222
Featured,3,6,196,5271,75,0.519487506,0.069849741,3192,1
Featured,10,6,326,7256,74,0.396470322,0.023136873,24171,7
Featured,17,14,220,4869,82,0.456962045,0.12916755,70063,14
Featured,4,13,111,2433,105,0.427323711,0.129547755,70868,46
Featured,28,10,785,20603,279,0.372719482,0.082041607,72781,441
Featured,5,8,87,2097,39,0.393362097,0.010862895,2755,5
Featured,13,4,302,7878,129,0.420053861,0.103825639,3264,1
Featured,1,8,78,1929,53,0.528683021,0.112782908,99887,38
Featured,10,10,301,6976,157,0.403253276,0.149763523,1238063,300
Featured,15,9,335,7491,126,0.422603617,0.100294462,106245,30
Featured,5,8,148,5144,58,0.450044457,0.143644532,83954,32
Featured,8,9,284,6545,117,0.446378979,0.107827948,406170,25
Featured,7,7,253,6872,125,0.414925722,0.104859849,223079,121
Featured,33,11,357,7844,145,0.380700111,0.082442208,4432,6
Featured,2,4,151,3924,63,0.352115232,0.052152649,3256,4
Featured,6,9,267,6628,35,0.38169685,0.103102485,15488,6
Featured,10,5,136,3300,52,0.36074018,0.028666599,24778,5
Featured,9,12,303,7181,151,0.413102393,0.042127523,1293057,261
Featured,14,9,170,4454,70,0.390423904,0.066135414,39476,12
Featured,18,14,241,5147,109,0.43734742,0.135715923,101527,39
Featured,6,10,350,8034,167,0.415149504,0.107078744,4199,5
Featured,9,10,186,5124,69,0.410267958,0.083480706,51782,57
Featured,7,5,261,7366,217,0.388048333,0.095294145,54746,118
Featured,2,9,163,3775,72,0.377426699,0.087243297,2167,4
Featured,9,9,131,4249,62,0.361249672,0.04592962,210727,15
Featured,4,9,177,4318,64,0.29117081,0.023484182,10616,10
Featured,5,6,117,3074,28,0.479190555,0.041515152,164988,42
Featured,9,9,117,2931,82,0.448634368,0.119591162,134313,26
Featured,17,8,227,5176,99,0.342493505,0.042915031,21615,11
Featured,5,7,440,9668,141,0.388957437,0.079109583,728920,169
Featured,4,11,205,4930,146,0.354465878,0.088538315,31954,12
Featured,13,13,439,10452,199,0.3844608,0.092069902,560288,125
Featured,7,9,268,6318,113,0.445660161,0.073795413,54348,32
Featured,4,6,127,3119,82,0.409126534,0.024196579,68288,28
Featured,1,5,62,1399,30,0.332009991,0.025924745,3067,5
Featured,12,5,215,5164,152,0.464525911,0.047823458,66944,116
Featured,5,8,81,1848,41,0.31270196,0.007671837,3408,-1
Featured,6,5,105,2629,21,0.422297248,0.064866767,3607,3
Featured,17,12,217,5045,186,0.393882492,0.159905526,284805,215
Featured,2,5,64,1535,24,0.447553991,0.026499039,42223,6
Featured,3,8,50,1181,18,0.398831818,0.084804545,12346,3
Featured,5,12,200,5146,71,0.454941705,0.099247796,4129,3
Featured,6,7,102,2626,70,0.372031045,0.077872653,22937,9
Featured,4,8,139,2903,93,0.387019469,0.108744634,294669,137
Featured,20,5,272,6114,177,0.360228878,0.108918533,286318,104
Featured,25,8,323,6871,61,0.407143691,0.068133993,35004,84
Featured,1,7,120,2984,39,0.409440133,0.133235078,59668,11
Featured,12,7,135,4353,43,0.430629386,0.061884839,15915,9
Featured,1,5,109,2761,59,0.5046023,0.063997715,13377,4
Featured,6,5,121,2850,41,0.353949848,0.052506221,3678,13
Featured,6,6,135,3263,57,0.364092406,0.08584926,4153,9
Featured,18,7,343,8994,275,0.396792878,0.076756222,171137,45
Featured,4,6,80,1939,57,0.381569825,0.041178972,39750,37
Featured,12,12,201,4824,128,0.314286831,0.080134406,16067,18
Featured,30,10,255,6087,160,0.418242568,0.080264018,1675914,351
Featured,9,7,163,3936,160,0.320625945,0.113554515,335921,146
Featured,8,15,292,7086,133,0.416194956,0.12490903,256839,50
Featured,12,9,127,3405,54,0.380757515,0.101541719,7074,6
Featured,3,5,179,4442,134,0.479058832,0.045581117,57561,33
Featured,9,10,235,5966,93,0.359594005,0.068951087,10819,3
Featured,11,9,264,6024,91,0.420519885,0.131844854,70892,49
Featured,1,7,107,2851,19,0.392428012,0.108086674,3265,1
Featured,11,6,235,6453,130,0.416638518,0.013718082,64647,10
Featured,7,5,92,2716,53,0.463700247,-0.023749273,159393,103
Featured,6,10,176,4128,139,0.384185303,0.077292162,486090,71
Featured,4,9,146,3358,31,0.350881657,0.035543696,16470,5
Featured,21,11,379,8309,181,0.415070779,0.0775997,820172,65
Featured,28,11,628,15047,227,0.414778517,0.071972373,1488608,134
Featured,6,7,133,2788,121,0.39002302,0.032137224,3899,23
Featured,6,9,163,3178,29,0.258095336,0.038420822,5881,8
Featured,26,12,557,13202,415,0.311223299,0.035553182,24809,10
Featured,6,6,97,2406,75,0.34763119,0.041476349,6408,4
Featured,11,8,182,4076,65,0.396002806,0.040864572,13056,2
Featured,13,13,260,5868,157,0.384516031,0.04791847,393634,43
Featured,68,11,540,11856,303,0.293696297,0.087602101,4872358,373
Featured,36,12,302,7218,349,0.449920801,0.077464414,123286,89
Featured,4,12,157,3366,112,0.429509023,0.11735453,34145,21
Featured,3,5,79,1763,33,0.356972961,0.025228132,27072,10
Featured,4,6,128,2766,61,0.422478045,-0.04664027,113468,30
Featured,11,9,213,5559,138,0.378679658,0.10535266,38920,12
Featured,4,5,52,1066,21,0.360092593,-0.001891534,2563,1
Featured,12,7,264,6766,116,0.405771467,0.097124944,26447,46
Featured,89,10,174,3736,61,0.391978217,0.097902217,246533,35
Featured,4,8,127,3635,95,0.424364403,0.036862923,29005,35
Featured,2,7,94,2210,47,0.311804912,0.029709567,2990,3
Featured,6,7,168,3578,42,0.484886535,0.125268751,4735,6
Featured,14,11,178,4527,58,0.388297549,0.031410877,7177,38
Featured,3,7,335,7441,88,0.331900881,0.021608741,29060,24
Featured,2,4,139,3270,93,0.449877038,-0.060967579,65496,33
Featured,1,7,120,2984,39,0.409440133,0.133235078,59668,11
Featured,10,8,235,6142,103,0.425173653,0.082008453,4782,4
Featured,12,10,303,6559,121,0.439846176,0.150992803,13650,21
Featured,24,9,216,5291,51,0.376808343,0.048997418,107638,173
Featured,15,8,85,2028,31,0.331405881,0.021361513,4834,6
Featured,13,9,188,5365,85,0.463508732,0.053257947,388623,300
Featured,2,5,75,1717,47,0.383829365,0.11031746,52539,62
Featured,19,9,310,7420,114,0.459102774,0.065220087,1116729,64
Featured,7,6,65,1569,32,0.382362823,0.093542416,45104,25
Featured,4,6,71,1438,29,0.388860289,0.025219574,4331,4
Featured,1,6,103,2109,47,0.367804747,0.057950291,3153,2
Featured,4,7,161,3969,58,0.439783055,0.033930612,66904,99
Featured,1,6,43,1112,25,0.249560245,0.070644661,4238,68
Featured,9,11,167,4217,83,0.409251907,0.054787741,38149,22
Featured,38,15,158,4643,116,0.398626051,0.060062468,180568,84
Featured,8,8,642,14770,121,0.502330437,0.092912569,32029,244
Featured,26,9,92,2290,17,0.246816333,0.044547412,77089,9
Featured,21,14,449,9596,129,0.40882454,0.064974033,171922,28
Featured,3,9,135,3356,79,0.38891362,0.062862565,4093,6
Featured,9,7,194,4908,72,0.364359283,0.098719778,134363,11
Featured,20,8,322,9177,182,0.415372418,0.025352446,10318,2
Featured,8,8,74,2160,64,0.46758396,0.102922049,426535,71
Featured,24,6,394,9242,115,0.337127569,0.033250016,136640,16
Featured,1,11,179,4604,35,0.321444624,0.094140881,9873,7
Featured,7,7,160,4035,73,0.435523658,0.054653026,159107,127
Featured,8,7,283,5702,71,0.384221335,0.114342384,5811,8
Featured,8,8,108,2697,25,0.399698975,0.089240894,11280,8
Featured,5,5,115,3047,109,0.373539533,0.116253322,26434,7
Featured,6,9,96,2309,52,0.372626345,-0.001416061,3860,3
Featured,7,7,144,3056,59,0.362327839,0.01550435,3845,7
Featured,18,9,266,7018,118,0.343958757,0.053579026,116704,48
Featured,24,8,381,11231,262,0.362023339,0.100905402,230429,89
Featured,8,8,71,2281,34,0.498411497,0.089444695,28183,5
Featured,14,8,139,3005,85,0.2768394,0.056491052,20148,39
Featured,5,5,86,1941,50,0.437940952,0.018733333,12509,6
Featured,4,7,87,2145,21,0.45366155,0.108925395,16808,6
Featured,2,5,76,1755,47,0.375710707,0.072122661,12586,5
Featured,5,6,101,2384,23,0.221929332,0.0104797,3023,10
Featured,14,5,389,9617,221,0.412535633,0.159411186,10144,25
Featured,7,8,265,7790,186,0.433538939,0.065247559,577845,82
Featured,3,8,243,5389,121,0.451697574,0.079176204,186282,62
Featured,8,11,208,5407,81,0.419907802,0.115036986,9733,42
Featured,6,8,129,2681,94,0.4099823,0.059604169,50933,500
Featured,18,15,595,13549,486,0.407942842,0.132135844,2381705,188
Featured,6,9,182,4434,69,0.400535023,0.148601116,58886,11
Featured,17,12,348,7373,193,0.382993024,0.038946038,242252,94
Featured,13,8,182,3369,48,0.474347291,0.029297589,138545,37
Featured,5,9,70,1910,42,0.359151356,0.072935258,3922,-1
Featured,9,8,140,3516,60,0.39950851,0.084033399,48741,44
Featured,21,12,298,7790,227,0.376010622,0.056043737,1046268,139
Featured,21,12,161,3709,74,0.414795939,0.042445433,257732,121
Featured,9,16,281,8530,169,0.438945328,0.088298333,345893,105
Featured,5,8,76,1501,42,0.40661368,0.00917039,4445,3
Featured,10,10,175,4338,71,0.356382049,0.076896003,4857,6
Featured,6,9,454,9535,248,0.408626617,0.070264209,20880,11
Featured,15,8,135,3645,90,0.252038672,0.022781674,45991,25
Featured,4,8,115,3168,76,0.407020219,0.082319733,40954,7
Featured,5,19,161,4024,77,0.357597652,0.07986075,72969,11
Featured,24,8,381,11231,262,0.362023339,0.100905402,230429,89
Featured,7,7,144,3691,98,0.432505518,0.072100023,Not Available,135
Featured,17,8,128,3070,135,0.441930872,0.082947023,6878,10
Featured,9,8,183,4945,85,0.358079894,0.124943431,4599,7
Featured,39,7,85,2756,76,0.376003085,0.110267812,14413,16
Featured,2,5,78,1837,25,0.452602772,0.086534196,14199,1
Featured,96,9,276,6572,88,0.444071339,0.099073802,622171,131
Featured,30,13,297,7066,94,0.44731687,0.039201525,496870,120
Featured,13,11,412,8924,81,0.360993012,0.035776572,177144,33
Featured,3,8,121,3079,55,0.377820818,0.06585721,6600,14
Featured,3,5,61,1344,15,0.328083373,0.062748998,13799,8
Featured,6,7,79,1843,29,0.35771879,0.070430341,Not Available,18
Featured,3,11,112,3006,92,0.442374922,0.066497097,85953,30
Featured,15,16,246,6252,131,0.400072084,0.089336591,551827,71
Featured,3,5,112,2494,55,0.288053301,0.06322539,4269,9
Featured,6,13,121,3112,123,0.342422308,0.054605893,95907,144
Featured,8,10,110,2543,44,0.368896262,0.049217806,30216,16
Featured,11,9,257,5984,138,0.389763792,0.105524686,56986,27
Featured,53,15,494,11752,190,0.346571076,0.043766907,117168,24
Featured,11,10,120,2459,35,0.407857274,-0.00932579,Not Available,107
Featured,17,8,183,5226,26,0.435565586,0.092033772,32809,12
Featured,4,9,45,1260,29,0.3551365,0.10377239,4053,5
Featured,21,9,185,4432,76,0.48836982,0.062994838,82936,11
Featured,14,11,307,8243,158,0.381598519,0.111892476,38373,12
Featured,9,6,123,2767,51,0.418493399,0.067072025,901471,84
Featured,5,13,193,4908,156,0.446411738,0.131687202,783219,328
Featured,26,8,313,7621,121,0.386208057,0.099287864,18370,59
Featured,23,15,395,11514,169,0.423425094,0.123676569,110406,36
Featured,32,12,288,7087,157,0.369120208,0.067265073,578145,120
Featured,12,9,125,3031,66,0.340948003,-0.023198478,2983,5
Featured,4,8,223,4948,152,0.352098613,0.069707156,8648,5
Featured,7,5,188,4827,125,0.34696439,0.034887781,1051,58
Featured,3,9,75,1687,27,0.286678887,0.045586821,8340,7
Featured,11,6,236,7305,113,0.34390847,0.049932361,17417,8
Featured,2,5,84,2126,39,0.399584783,0.094096898,47577,8
Featured,9,9,114,2400,30,0.438094341,0.066500964,3079,3
Featured,5,6,59,1215,17,0.28038449,0.035504236,15686,11
Featured,1,8,180,4150,42,0.434764747,0.135477705,80092,12
Featured,10,8,278,7218,163,0.464241089,0.148120843,2281199,111
Featured,35,6,88,2481,25,0.268180174,0.062613636,73594,23
Featured,30,8,326,10622,159,0.35548878,0.070111777,7903,22
Featured,4,5,118,2867,49,0.376549278,0.068833223,2225,5
Featured,5,10,123,2903,43,0.463758589,0.092037509,2795,-1
Featured,10,8,160,3693,47,0.328737981,0.058970378,187977,18
Featured,5,8,134,4093,73,0.440122613,0.131242965,60057,15
Featured,7,4,68,1580,20,0.347965923,0.027317127,3519,1
Featured,2,6,66,1504,29,0.394233437,0.027424664,19337,17
Featured,28,11,330,8850,86,0.381999556,0.093257026,224583,44
Featured,41,17,405,9879,235,0.35117566,0.096282795,759245,215
Featured,25,9,418,10692,115,0.335287931,0.030884729,257141,34
Featured,9,11,160,3286,56,0.393141072,0.056567314,7034,4
Featured,10,13,488,10548,251,0.41638527,0.094177108,1308183,62
Featured,10,10,140,2988,46,0.367748487,0.041246241,13763,12
Featured,5,7,232,5256,70,0.396324707,0.070684192,64320,23
Featured,1,7,93,1760,32,0.282173613,0.044314274,9587,8
Featured,4,10,100,2532,27,0.331067907,0.056316782,34113,2
Featured,4,5,149,3615,41,0.351178874,0.053224962,22165,5
Featured,10,8,177,4708,70,0.359997176,0.067635786,34514,9
Featured,9,5,111,3076,16,0.40054287,-0.011831694,5139,136
Featured,1,7,120,2984,39,0.409440133,0.133235078,59668,11
Featured,13,10,214,5230,63,0.333884759,0.057697184,40244,6
Featured,15,8,85,2028,31,0.331405881,0.021361513,4834,6
Featured,22,9,276,6937,142,0.418296565,0.059432809,11868,5
Featured,9,12,154,4426,89,0.333983461,0.052024684,49736,9
Featured,8,12,122,4232,19,0.487783101,0.133322901,43865,7
Featured,5,6,103,2142,52,0.299980452,0.053882932,3505,2
Featured,3,15,352,8500,197,0.398627254,0.144763018,639429,261
Featured,7,10,230,5303,119,0.406670712,0.09929327,89829,8
Featured,18,7,334,8202,128,0.439067474,0.145708502,5811,88
Featured,30,9,241,5835,77,0.403174885,0.081925264,12164,8
Featured,20,8,151,3613,93,0.400701157,0.061594422,203145,79
Featured,58,13,332,8038,94,0.401358981,0.049220695,304013,71
Featured,20,9,150,3690,87,0.42861767,0.091294356,54071,21
Featured,13,10,117,3398,48,0.310797448,0.054448311,15225,9
Featured,2,4,91,2107,38,0.355052289,-0.01064777,3515,8
Featured,6,7,115,2894,54,0.337632229,0.0452079,12383,4
Featured,2,7,80,2125,43,0.362195593,0.054531294,2391,3
Featured,7,8,153,3796,71,0.340225217,0.04124442,16103,3
Featured,7,9,103,2480,70,0.430973725,0.059942308,47054,8
Featured,15,7,152,3916,79,0.369730891,0.09703956,15016,7
Featured,5,7,93,2348,21,0.39834481,-0.004072567,7713,6
Featured,7,12,155,3530,73,0.395888308,0.080860972,493414,35
Featured,19,11,386,10867,177,0.437205266,0.118738977,218833,161
Featured,10,9,192,4456,62,0.345840011,0.058979436,7413,24
Featured,12,10,147,3477,43,0.357739065,0.057746899,3840,36
Featured,8,6,169,4425,74,0.327001343,0.052926639,5216,23
Featured,17,9,121,3293,60,0.374175823,0.0047474,170743,132
Featured,7,8,157,3688,56,0.382488426,0.058543058,48180,43
Featured,8,4,156,4144,68,0.455488247,0.042425936,15375,12
Featured,12,11,102,3876,100,0.398320082,0.085933708,319020,31
Featured,11,7,170,3839,49,0.293229394,0.066301959,6647,2
Featured,10,15,410,9960,200,0.417016055,0.112141724,60797,23
Featured,5,7,95,2584,40,0.318135818,0.059098258,2890,4
Featured,24,9,308,6450,144,0.424256809,0.020355164,477487,70
Featured,26,8,313,7621,121,0.386208057,0.099287864,18370,59
Featured,7,8,139,2964,55,0.425298647,0.080791984,4485,11
Featured,8,8,73,1522,47,0.380565359,0.167522876,235336,30
Featured,4,6,99,2536,43,0.306400107,0.069073269,49004,30
Featured,18,9,112,2837,58,0.44832562,-0.058338254,25121,11
Featured,15,8,126,3422,79,0.370638068,0.054233279,42133,12
Featured,11,6,229,5866,112,0.430519601,0.164277475,64213,19
Featured,13,10,236,5472,59,0.33304965,0.051578457,24365,6
Featured,36,11,330,7690,220,0.335024513,0.051936549,1353801,280
Featured,5,9,77,2202,0,0.372234812,0.064732115,11203,14
Featured,3,6,83,2161,31,0.418926217,0.031826398,36233,10
Featured,12,11,210,4925,126,0.373801047,0.092655475,659753,69
Featured,7,11,136,3545,101,0.408558398,0.136790252,28067,12
Featured,5,8,106,2569,69,0.252066679,0.020026497,6666,8
Featured,16,13,225,6249,157,0.350236078,0.078469926,1408663,153
Featured,7,7,156,4638,113,0.325935915,0.048539683,3434,10
Featured,11,15,232,4917,141,0.357782556,0.038109376,53610,5
Featured,6,8,224,5514,127,0.432179774,0.028474323,204078,22
Featured,27,17,368,8621,212,0.385293223,0.076843536,3445783,31
Featured,5,12,264,6168,150,0.38532852,0.097558714,37022,74
Featured,3,6,170,3988,81,0.478872597,0.215304699,18375,12
Featured,11,10,177,4849,130,0.380973861,0.04155259,225999,109
Featured,9,14,203,5186,86,0.426761947,0.141343934,15870,75
Featured,5,9,73,1880,34,0.344917172,0.05580404,4286,2
Featured,16,7,346,8208,251,0.402216194,0.071554881,1004590,166
Featured,11,10,131,3555,93,0.437674035,0.063261685,287646,36
Featured,10,8,148,3786,99,0.316584378,0.100984628,6988,6
Featured,9,5,278,6111,68,0.297261381,0.029159023,85713,51
Featured,2,6,98,2481,34,0.362167962,0.041735872,8630,5
Featured,14,13,278,5986,99,0.40827967,0.110050487,425629,121
Featured,1,9,88,2227,38,0.398984167,0.103417251,22153,6
Featured,96,9,276,6572,88,0.444071339,0.099073802,622171,131
Featured,3,10,96,2363,46,0.410963701,0.099893242,37380,5
Featured,5,8,137,3772,88,0.455317974,0.078387904,14602,5
Featured,28,11,393,8203,186,0.400208162,0.071131269,672226,43
Featured,11,9,160,4179,57,0.417861793,0.076545376,41879,10
Featured,6,10,194,4239,75,0.407746084,0.012063302,10242,18
Featured,5,5,35,918,10,0.463814761,0.066956256,7246,9
Featured,7,9,141,3359,69,0.475716037,0.082029114,74076,11
Featured,4,6,103,2539,26,0.363157768,0.024779642,3670,1
Featured,7,8,153,2929,90,0.338496757,0.006824543,7238,47
Featured,26,8,196,4058,100,0.420927149,0.064046104,11258,14
Featured,41,18,340,8011,288,0.339749115,0.112158763,806908,266
Featured,8,9,102,2711,28,0.417018796,0.14842763,5159,6
Featured,35,9,159,4457,76,0.529922033,0.157801019,471795,70
Featured,8,6,105,3300,35,0.43286863,0.118559942,4675,10
Featured,4,6,115,2780,54,0.437077798,0.133981284,6742,3
Featured,3,6,114,2364,43,0.405961028,0.060959229,10115,6
Featured,14,5,186,5018,78,0.388632762,0.085123066,11547,6
Featured,6,8,60,1210,29,0.365857093,0.061964224,12007,8
Featured,7,5,174,2560,69,0.313181413,0.05614092,7706,7
Featured,7,8,290,7479,75,0.446528999,0.116400727,171470,62
Featured,20,5,291,6750,208,0.385307884,0.104989925,32023,11
Featured,28,14,297,6598,114,0.405719605,0.056946191,350772,178
Featured,12,12,212,5604,131,0.372515785,0.088305095,154346,94
Featured,10,6,315,7401,130,0.424088533,0.132323722,60278,50
Featured,8,8,74,1525,41,0.353942566,0.014331763,16723,2
Featured,3,10,206,5203,55,0.538518547,0.098476646,153203,293
Featured,7,10,270,7020,128,0.424895244,0.070088528,40847,17
Featured,9,9,381,9309,286,0.423722048,0.097923585,431957,142
Featured,8,5,220,5220,61,0.320036581,0.039228228,17118,5
Featured,12,14,170,4019,97,0.34485502,0.075159364,Not Available,27
Featured,8,8,84,2595,40,0.454138258,0.062814642,5567,5
Featured,4,5,155,4496,74,0.412725657,0.067204053,42388,4
Featured,8,8,249,5497,52,0.402314947,0.053687096,15510,13
Featured,25,13,226,6163,145,0.343812972,0.068793032,1774350,176
Featured,7,5,188,4827,125,0.34696439,0.034887781,1051,58
Featured,3,5,53,1134,17,0.409105614,-0.014581563,5822,9
Featured,15,10,382,8856,234,0.38456756,0.083984743,610434,18
Featured,39,10,365,11172,224,0.402837942,0.080896943,571373,60
Good,7,7,90,2469,38,0.368283162,0.095300028,1020,4
Good,9,5,101,2386,15,0.344001583,0.123590045,818,1
Good,2,6,30,734,15,0.349135924,0.078812033,89039,26
Good,4,5,41,953,21,0.403152247,0.058191574,1785,71
Good,28,10,287,7543,93,0.396704349,0.13363469,2733,30
Good,1,6,36,650,10,0.420141243,0.092288136,22058,56
Good,5,7,86,1650,33,0.389901069,0.060066691,167728,103
Good,10,8,161,3912,57,0.381144253,0.108853136,38251,17
Good,13,7,292,8838,120,0.342003812,0.064539113,18543,9
Good,3,8,51,1184,20,0.323893939,0.068295455,3163,4
Good,7,7,54,1516,19,0.397873058,0.138829259,4743,5
Good,2,5,41,900,8,0.421582044,0.115688382,2738,1
Good,14,13,197,4592,65,0.395428636,0.060193823,273745,28
Good,7,9,131,3429,100,0.459130933,0.202772645,10841,23
Good,3,5,67,1447,19,0.423804841,0.088724736,264456,46
Good,4,4,36,925,11,0.313304965,0.062185122,1059,52
Good,41,10,136,3010,46,0.413851539,0.075510826,539820,141
Good,16,9,176,3767,63,0.392145486,0.121348251,686,50
Good,6,7,95,2449,86,0.342813011,0.12289214,6243,5
Good,9,6,103,2593,41,0.45506269,0.16632207,31530,4
Good,9,9,95,2158,54,0.396142539,0.122370741,28688,17
Good,9,9,62,1359,27,0.352168683,0.027870157,12712,3
Good,3,7,76,1710,65,0.331470746,0.130553398,1832,7
Good,4,8,68,2125,30,0.38994808,0.125628908,10498,5
Good,8,6,109,2433,43,0.41709726,0.139515886,13821,2
Good,8,6,73,1826,40,0.442309876,0.184129941,26875,2
Good,2,5,55,1200,28,0.328920876,0.094013304,4612,1
Good,16,11,248,6867,179,0.364742717,0.070763304,552542,50
Good,24,11,431,10766,266,0.404474609,0.052047915,44392,25
Good,2,5,44,811,18,0.353542826,0.086007576,Not Available,19
Good,7,5,41,832,16,0.35030303,0.037887205,875,6
Good,9,6,42,930,18,0.454661368,0.202934497,341,102
Good,6,5,57,1438,24,0.353259919,0.106632302,36562,4
Good,4,5,81,1764,78,0.401440304,0.149211575,15953,44
Good,6,7,51,1195,31,0.39811539,0.172142608,124927,1
Good,7,5,56,1088,21,0.521965384,0.146928916,1006,49
Good,13,9,92,2298,56,0.390746577,0.118170015,242554,16
Good,6,7,60,1306,20,0.393141203,0.071360961,24677,-1
Good,7,7,53,1165,37,0.42017862,0.086220555,1159,10
Good,5,5,56,1343,26,0.364418914,0.115900766,6135,1
Good,12,4,228,6400,124,0.416694645,0.122999198,60362,26
Good,22,8,321,6336,185,0.459492005,0.023534883,963028,87
Good,7,7,61,1436,24,0.364033728,0.120746298,2276,7
Good,3,6,23,549,18,0.295232816,0.105358463,4102,2
Good,7,5,30,635,24,0.406111712,0.148761424,6229,3
Good,5,5,69,1557,15,0.431360768,0.160080061,981,58
Good,2,8,41,813,16,0.360074265,0.135592066,1082,-1
